ElementName,DataType,Size,Unit,Required,ElementDescription,ValueRange,Keywords,Notes,Section,Aliases
dbaes_daword_code,Integer,0,,Recommended,"Age of first single words - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_daword_code"
dbaes_daword,Integer,0,,Recommended,"Age of first single words - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_daword"
dbaes_daphrase_code,Integer,0,,Recommended,"Age of first phrases - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_daphrase_code"
dbaes_daphrase,Integer,0,,Recommended,"Age of first phrases - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_daphrase"
dbaes_dageabn_code,Integer,0,,Recommended,"Age when abnormality first evident - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_dageabn_code"
dbaes_dageabn,Integer,0,,Recommended,"Age when abnormality first evident - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_dageabn"
dbaes_djudgage_code,Integer,0,,Recommended,"Interviewer's judgment on age when abnormalities probably first manifest - Code in months","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_djudgage_code"
dbaes_djudgage,Integer,0,,Recommended,"Interviewer's judgment on age when abnormalities probably first manifest - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_djudgage"
cbaes_a1gaze_code,Integer,0,,Recommended,"Direct Gaze - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a1gaze_code"
cbaes_a1gaze,Integer,0,,Recommended,"Direct Gaze - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a1gaze"
cbaes_a1ssmile_code,Integer,0,,Recommended,"Social Smiling - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a1ssmile_code"
cbaes_a1ssmile,Integer,0,,Recommended,"Social Smiling - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a1ssmile"
cbaes_a1rfacex_code,Integer,0,,Recommended,"Range of facial expressions used to communicate - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a1rfacex_code"
cbaes_a1rfacex,Integer,0,,Recommended,"Range of facial expressions used to communicate - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a1rfacex"
cbaes_a1,Integer,0,,Recommended,"Failure to use nonverbal behaviors to regulate social interaction","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a1"
cbaes_a2peerpl_code,Integer,0,,Recommended,"Imaginative play with peers (over 4 yrs. only) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2peerpl_code"
cbaes_a2peerpl,Integer,0,,Recommended,"Imaginative play with peers (over 4 yrs. only) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2peerpl"
cbaes_a2intch_code,Integer,0,,Recommended,"Interest in Children - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2intch_code"
cbaes_a2intch,Integer,0,,Recommended,"Interest in Children - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2intch"
cbaes_a2respch_code,Integer,0,,Recommended,"Response to other children's approaches - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2respch_code"
cbaes_a2respch,Integer,0,,Recommended,"Response to other children's approaches - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2respch"
cbaes_a2grplay_code,Integer,0,,Recommended,"Group play with peers (CA 4 - 10 yrs.) or Friends (CA 10 - 15 yrs.) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2grplay_code"
cbaes_a2grplay,Integer,0,,Recommended,"Group play with peers (CA 4 - 10 yrs.) or Friends (CA 10 - 15 yrs.) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2grplay"
cbaes_a2friend_code,Integer,0,,Recommended,"Friendships - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2friend_code"
cbaes_a2friend,Integer,0,,Recommended,"Friendships - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2friend"
cbaes_a2,Integer,0,,Recommended,"Failure to develop peer relationships","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a2"
cbaes_a3show_code,Integer,0,,Recommended,"Showing and directing attention - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a3show_code"
cbaes_a3show,Integer,0,,Recommended,"Showing and directing attention - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a3show"
cbaes_a3oshare_code,Integer,0,,Recommended,"Offering to share - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a3oshare_code"
cbaes_a3oshare,Integer,0,,Recommended,"Offering to share - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a3oshare"
cbaes_a3share_code,Integer,0,,Recommended,"Seeking to share own enjoyment with others - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a3share_code"
cbaes_a3share,Integer,0,,Recommended,"Seeking to share own enjoyment with others - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a3share"
cbaes_a3,Integer,0,,Recommended,"Lack of shared enjoyment","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a3"
cbaes_a4usebod_code,Integer,0,,Recommended,"Use of other's body (Score Ever) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4usebod_code"
cbaes_a4usebod,Integer,0,,Recommended,"Use of other's body (Score Ever) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4usebod"
cbaes_a4ocomf_code,Integer,0,,Recommended,"Offers comfort - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4ocomf_code"
cbaes_a4ocomf,Integer,0,,Recommended,"Offers comfort - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4ocomf"
cbaes_a4qualov_code,Integer,0,,Recommended,"Quality of social overtures - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4qualov_code"
cbaes_a4qualov,Integer,0,,Recommended,"Quality of social overtures - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4qualov"
cbaes_a4inapfe_code,Integer,0,,Recommended,"Inappropriate facial expressions (Score Ever) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4inapfe_code"
cbaes_a4inapfe,Integer,0,,Recommended,"Inappropriate facial expressions (Score Ever) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4inapfe"
cbaes_a4resp_code,Integer,0,,Recommended,"Appropriateness of social response - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4resp_code"
cbaes_a4resp,Integer,0,,Recommended,"Appropriateness of social response - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4resp"
cbaes_a4,Integer,0,,Recommended,"Lack of socioemotional reciprocity","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_a4"
cbaes_b1point_code,Integer,0,,Recommended,"Pointing to express interest - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b1point_code"
cbaes_b1point,Integer,0,,Recommended,"Pointing to express interest - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b1point"
cbaes_b1nod_code,Integer,0,,Recommended,"Nodding - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b1nod_code"
cbaes_b1nod,Integer,0,,Recommended,"Nodding - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b1nod"
cbaes_b1hshake_code,Integer,0,,Recommended,"Headshaking - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b1hshake_code"
cbaes_b1hshake,Integer,0,,Recommended,"Headshaking - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b1hshake"
cbaes_b1insges_code,Integer,0,,Recommended,"Conventional instrumental gestures - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b1insges_code"
cbaes_b1insges,Integer,0,,Recommended,"Conventional instrumental gestures - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b1insges"
cbaes_b1,Integer,0,,Recommended,"Lack of, or delay in, spoken language and failure to compensate through gesture","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b1"
cbaes_b2chat_code,Integer,0,,Recommended,"Social Chat (Score Ever if age 4 and above; score Current if under 4) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b2chat_code"
cbaes_b2chat,Integer,0,,Recommended,"Social Chat (Score Ever if age 4 and above; score Current if under 4) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b2chat"
cbaes_b2conver_code,Integer,0,,Recommended,"Reciprocal conversation (Score Ever if age 4 and above; score Current if under 4) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b2conver_code"
cbaes_b2conver,Integer,0,,Recommended,"Reciprocal conversation (Score Ever if age 4 and above; score Current if under 4) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b2conver"
cbaes_b2,Integer,0,,Recommended,"Relative failure to initiate or sustain conversational interchange","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b2"
cbaes_b3stereo_code,Integer,0,,Recommended,"Stereotyped utterances (Score Ever) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b3stereo_code"
cbaes_b3stereo,Integer,0,,Recommended,"Stereotyped utterances (Score Ever) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b3stereo"
cbaes_b3inappq_code,Integer,0,,Recommended,"Inappropriate questions (Score Ever) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b3inappq_code"
cbaes_b3inappq,Integer,0,,Recommended,"Inappropriate questions (Score Ever) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b3inappq"
cbaes_b3pron_code,Integer,0,,Recommended,"Pronominal reversal (Score Ever) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b3pron_code"
cbaes_b3pron,Integer,0,,Recommended,"Pronominal reversal (Score Ever) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b3pron"
cbaes_b3neoid_code,Integer,0,,Recommended,"Neologisms/idiosyncratic language (Score Ever) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b3neoid_code"
cbaes_b3neoid,Integer,0,,Recommended,"Neologisms/idiosyncratic language (Score Ever) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b3neoid"
cbaes_b3,Integer,0,,Recommended,"Stereotyped, repetitive, or idiosyncratic speech","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b3"
cbaes_b4imit_code,Integer,0,,Recommended,"Spontaneous imitation of actions - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b4imit_code"
cbaes_b4imit,Integer,0,,Recommended,"Spontaneous imitation of actions - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b4imit"
cbaes_b4play_code,Integer,0,,Recommended,"Imaginative play - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b4play_code"
cbaes_b4play,Integer,0,,Recommended,"Imaginative play - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b4play"
cbaes_b4soplay_code,Integer,0,,Recommended,"Imitative social play - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b4soplay_code"
cbaes_b4soplay,Integer,0,,Recommended,"Imitative social play - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b4soplay"
cbaes_b4,Integer,0,,Recommended,"Lack of varied spontaneous make-believe or social imitative play","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_b4"
cbaes_c1unproc_code,Integer,0,,Recommended,"Unusual preoccupations - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c1unproc_code"
cbaes_c1unproc,Integer,0,,Recommended,"Unusual preoccupations - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c1unproc"
cbaes_c1cirint_code,Integer,0,,Recommended,"Circumscribed interests (4 years and over) - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c1cirint_code"
cbaes_c1cirint,Integer,0,,Recommended,"Circumscribed interests (4 years and over) - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c1cirint"
cbaes_c1,Integer,0,,Recommended,"Encompassing preoccupation or circumscribed pattern of interest","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c1"
cbaes_c2verrit_code,Integer,0,,Recommended,"Verbal rituals - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c2verrit_code"
cbaes_c2verrit,Integer,0,,Recommended,"Verbal rituals - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c2verrit"
cbaes_c2crit_code,Integer,0,,Recommended,"Compulsions/rituals - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c2crit_code"
cbaes_c2crit,Integer,0,,Recommended,"Compulsions/rituals - Score","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c2crit"
cbaes_c2,Integer,0,,Recommended,"Apparently compulsive adherence to nonfunctional routines or rituals","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c2"
cbaes_c3hfman_code,Integer,0,,Recommended,"Hand and finger movements - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c3hfman_code"
cbaes_c3othman_code,Integer,0,,Recommended,"Complex mannerisms - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c3othman_code"
cbaes_c3hfman_othman,Integer,0,,Recommended,"Hand and finger movements OR Complex mannerisms (record higher score)","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c3hfman_othman"
cbaes_c3,Integer,0,,Recommended,"Stereotyped and repetitive motor mannerisms","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c3"
cbaes_c4useobj_code,Integer,0,,Recommended,"Repetitive use of objects - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c4useobj_code"
cbaes_c4unsens_code,Integer,0,,Recommended,"Unusual sensory interests - Code","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c4unsens_code"
cbaes_c4useobj_unsens,Integer,0,,Recommended,"Repetitive use of objects OR Unusual sensory interests (record higher score)","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c4useobj_unsens"
cbaes_c4,Integer,0,,Recommended,"Preoccupations with part of objects or nonfunctional elements of material","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_c4"
cbaes_atotal,Integer,0,,Recommended,"Total for Section A: Qualitative Abnormalities in Reciprocal Social Interaction","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_atotal"
cbaes_bnvtotal,Integer,0,,Recommended,"Total of Section B - Non-Verbal: Qualitative Abnormalities in Communication","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_bnvtotal"
cbaes_bvtotal,Integer,0,,Recommended,"Total of Section B - Verbal: Qualitative Abnormalities in Communication","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_bvtotal"
cbaes_ctotal,Integer,0,,Recommended,"Total of Section C: Restricted, Repetitive, and Stereotyped Patterns of Behavior","",,"","Current Behavior Algorithm (entered scores)","ADI_2003_cbaes_ctotal"
comments_ovlasst,String,255,,Optional,"Overall assessment","",,"","Concluding Comments","OVERAL_ASSESSMENT,Adi_R_Diagnostic_ADI_R_Raw_Overall_Measure,ADI_2003_comments_ovlasst"
comments_impress,String,255,,Optional,"Interviewer's impressions and circumstances of interview","",,"","Concluding Comments","Adi_R_Diagnostic_ADI_R_Raw_Interviewer_impress,ADI_2003_comments_impress"
comments_sumdiscrp,String,255,,Optional,"Summary of discrepancies between informant description and observer information","",,"","Concluding Comments","Adi_R_Diagnostic_ADI_R_Raw_Sum_Discrepancies,ADI_2003_comments_sumdiscrp"
